ID,X,Y,NOMBRE,CALLE,ALTURA,REPRES_TECNICO,TELEFONO,MAIL,NOM_GEO,COMUNAS,BARRIOS,SUMI_ELECTRICO,POBLACION,GRUP_ELECT,SUMINISTR
117,"-58,46666266","-34,63727232",RENACER,AV SAN PEDRITO,558,CARNEVALE MABEL,5252-0909/15-5247-4239,arquitecta.mc@gmail.com,558 SAN PEDRITO AV.,COMUNA 07,FLORES,EDESUR,,,
450,"-58,47112023","-34,63720351",GONIGRA S.R.L.,PORTELA,447,MATIAS SUSANA G.,15-5998-5840,,,,,,,,
50,"-58,40623665","-34,6371868",SAN PATRICIO,AV CASEROS,3031,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,3031/35 CASEROS AV.,COMUNA 04,PARQUE PATRICIOS,EDESUR,S/D,NO,
303,"-58,37647315","-34,63711933",CELINA RENEE FABRYKANT,GRAL HORNOS,902,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,"902 HORNOS, GRAL.",COMUNA 04,BARRACAS,EDESUR,S/D,NO,
489,"-58,44305076","-34,63693047",RES. MONTERREY III,SANTANDER,1634,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,1634 SANTANDER,COMUNA 07,PARQUE CHACABUCO,EDESUR,S/D,NO,
366,"-58,45350188","-34,63615486",RINCONCITO DE LUZ,LAUTARO,845,PICK PATRICIA,15-4400-0847,,,,,,,,
198,"-58,49536769","-34,63579641",TUYU II,CERVANTES,128,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,128 CERVANTES,COMUNA 10,VILLA LURO,EDESUR,S/D,NO,
382,"-58,48028743","-34,6356839",ANTUAL S.R.L,MARIANO ACOSTA,171,CARNEVALE MABEL,5252-0909/15-5247-4239,arquitecta.mc@gmail.com,"171 ACOSTA, MARIANO",COMUNA 10,VELEZ SARSFIELD,EDESUR,,,
31,"-58,3703897","-34,63566264",RES. GER. BARRACAS,ARISTOBULO DEL VALLE,1244,ZABALA CHTISTIAN RAM,15-6752-3481/3530-5894,trabajandoconseguridad@gmail.com,"1244 VALLE, ARISTOBULO DEL",COMUNA 04,BARRACAS,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
223,"-58,4832939","-34,63562717",MARIA DEL CARMEN GONZALEZ,CNEL RAMON L. FALCON,4032,LEIVA DAMIAN MARCELO,15-5039-3308,damianmarceloleiva@yahoo.com.ar,"4032/36 FALCON, RAMON L.,CNEL.",COMUNA 10,VELEZ SARSFIELD,EDESUR,,,
65,"-58,46681245","-34,63526942",HOGAR ANDREA,AV DIRECTORIO,2845,CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,2845 DIRECTORIO AV.,COMUNA 07,FLORES,EDESUR,19,NO,
402,"-58,50268674","-34,6351127",MARIA ELENA FURIASE,MOLIERE,332,ROMERO NESTOR DANIEL,15-5961-9164,nestoromero5@yahoo.com.ar,332 MOLIERE,COMUNA 10,VILLA LURO,EDESUR,,,
468,"-58,42174146","-34,63470436",GER.S PRIVADOS DON BOSCO S.R.L.,SALCEDO,4158,DIAZ CORIA BERNABE GUIDO,15-6093-4814,info@safetyargentina.com,4158 SALCEDO,COMUNA 05,BOEDO,EDESUR,26,NO,
134,"-58,47701123","-34,63457151",HOGAR BARADERO,BARADERO,142,ROMAGNOLI,4301-6695,,,,,,,,
74,"-58,44709236","-34,6345565",ZACAVERA,AV EVA PERON,1665,FIGUEROA MARCELO HERNAN,15-6159-9601,marherfigueroa@yagoo.com.ar,"1665 PERON, EVA AV.",COMUNA 07,PARQUE CHACABUCO,EDESUR,,,
124,"-58,47484647","-34,63422634",SALIM,AZUL,169,CASTRO MARIO GABRIEL,15-6496-6758,castromariog@gmail.com,169 AZUL,COMUNA 10,FLORESTA,EDESUR,,,
451,"-58,47272527","-34,63361318",RES. PARA ABUELAS NADIR,PORTELA,133,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
49,"-58,38819192","-34,63356218",ESTABLECIMIENTO GER. CASEROS,AV CASEROS,1847,PADILLA JAVIER SANTIAGO,4961-9056,gestion@capacitarweb.com.ar,1847 CASEROS AV.,COMUNA 01,CONSTITUCION,EDESUR,,,
360,"-58,46689275","-34,63344356",HOGAR SAN GENARO I,LAFUENTE,248,CASTRO MARIO GABRIEL,15-6496-6758,castromariog@gmail.com,248 LAFUENTE,COMUNA 07,FLORES,EDESUR,,,
459,"-58,47016301","-34,63328661",HAYDEE ANGELICA PEREZ,QUIRNO,162,CASTA? JOSE,15-6330-0777,ingecoar@yahoo.com.ar,162/4 QUIRNO,COMUNA 07,FLORES,EDESUR,,,
67,"-58,46013113","-34,63326291",RES. PARA MAYORES CARPE DIEM,AV DIRECTORIO,2363,RASTELLI NESTOR,15-4478-9660,rastellin@yahoo.com.ar,2363 DIRECTORIO AV.,COMUNA 07,FLORES,EDESUR,,,
346,"-58,46347605","-34,63313369",RES. GER. DEL SOL SRL,JOSE BONIFACIO,2568,FIGUEIRAS OMAR L.,15-4579-6397/4296-0969,omarfigueiras@yahoo.com.ar,"2568 BONIFACIO, JOSE",COMUNA 07,FLORES,EDESUR,,,
221,"-58,47195893","-34,63298379",SAN JOSE Y MARIA,CNEL RAMON L. FALCON,3120,ADRIANA MUÑIZ,15-6155-4283,aimuniz@hotmail.com,"3120 FALCON, RAMON L.,CNEL.",COMUNA 07,FLORES,EDESUR,,,
109,"-58,4783299","-34,63291642",RES. GER. SAN NICOLAS,AV RIVADAVIA,8143,GOMEZ DANIEL ALBERTO,15-655-3612,,,,,,,,
442,"-58,41838144","-34,63272345",RES. GER. PEREYRA,PEREYRA,1680,FEBRERO LUCIANO,15-6471-4621/3968-1325,lucianofebrero@gmail.com,1680/83 PEREYRA,COMUNA 05,BOEDO,EDESUR,,,
122,"-58,42771792","-34,6326939",VERNET,AV VERNET,163,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
361,"-58,46747078","-34,63238516",GER. VIRGEN DE POMPEYA DE FELMA S.R.L.,LAFUENTE,153,ROMAGNOLI,4301-6695,,,,,,,,
472,"-58,51052365","-34,63216579",HOGAR SAN BLAS,SAN BLAS,5550,LATAPIE LILIANA BEATRIZ,15-5414-8082,,,,,,,,
473,"-58,38551728","-34,63207759",SAN JOSE SRL,SAN JOSE,2013,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,2013/17 SAN JOSE,COMUNA 01,CONSTITUCION,EDESUR,S/D,NO,
157,"-58,48728794","-34,63206176",RES. GER. LA VICTORIA,BOGOTA,4241,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,4241 BOGOTA,COMUNA 10,VELEZ SARSFIELD,EDESUR,S/D,NO,
7,"-58,44729524","-34,63202916",MEDALLA MILAGROSA,ACHAVAL,640,CAUMO MARIANO,4632-1736/1158,inspeccioninmuebles@yahoo.com.ar,640 ACHAVAL,COMUNA 07,PARQUE CHACABUCO,EDESUR,,,
282,"-58,4522665","-34,63197646",EN CASA II,FRANCISCO BILBAO,1753,BADALUCCO MARIANO,,consultoraprevention@gmail.com,"1753 BILBAO, FRANCISCO",COMUNA 07,PARQUE CHACABUCO,EDESUR,S/D,NO,
479,"-58,47830243","-34,6319554",RES. GER. MI DULCE HOGAR DE ROMINA PAOLA AISEN,SAN NICOLAS,84,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,84 SAN NICOLAS,COMUNA 10,FLORESTA,EDESUR,S/D,NO,
224,"-58,4684739","-34,63194255",GER. HEGLOS SRL VIDA PLENA,CNEL RAMON L. FALCON,2859,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,"2859 FALCON, RAMON L.,CNEL.",COMUNA 07,FLORES,EDESUR,S/D,NO,
460,"-58,47080294","-34,63186693",RES. FAMILY,QUIRNO,52,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,52 QUIRNO,COMUNA 07,FLORES,EDESUR,S/D,NO,
465,"-58,46154796","-34,63183743",RES. GER. SAN JOSE,RIVERA INDARTE,249,CARO MARIO DIONISIO,5776-3475/15-4049-9605,caro@camoar.gov.ar,,,,,,,
125,"-58,44401206","-34,63162792",GER. BALDOMERO DE CRISTINA TKACZIK,B.F. MORENO,1223,ROMAGNOLI,4301-6695,,,,,,,,
495,"-58,48995569","-34,63156403",INST. GER. GENESIS,SARACHAGA,4467,RODRIGUEZ JOSE MARIA,15-6115-7062,josmar812003@yahoo.com.ar,4467/69 SARACHAGA,COMUNA 10,VELEZ SARSFIELD,EDESUR,,,
507,"-58,37307493","-34,63126435",RES. LOPEZ MIC,TACUARI,2049,DIAZ CORIA BERNABE GUIDO,15-6093-4814,info@safetyargentina.com,2049 TACUARI,COMUNA 04,BARRACAS,EDESUR,24,NO,
15,"-58,50576181","-34,63103272",RES. GER. HOGAR AGOSTINA,"MAGARIÑOS CERVANTES, A.",5251,CARNEVALE MABEL,5252-0909/15-5247-4239,arquitecta.mc@gmail.com,"5251 MAGARIÑOS CERVANTES, A.",COMUNA 10,VILLA LURO,EDESUR,,,
344,"-58,45640292","-34,63094516",GER. DR DARDER,JOSE BONIFACIO,2040,ROMAGNOLI,4301-6695,,,,,,,,
160,"-58,45857139","-34,63087548",GER. LARREA - PATRICIA ADRIANA GARCIA,BONORINO,245,ADRIANA MUÑIZ,15-6155-4283,aimuniz@hotmail.com,"245/49 BONORINO, ESTEBAN, CNEL. AV.",COMUNA 07,FLORES,EDESUR,,,
46,"-58,39854451","-34,63086782",GER. VILLAVERDE S.R.L.,AV BRASIL,2455,GUTIERREZ JORGE EDUARDO,15-3475-3882,jylasesores@yahoo.com.ar,2455 BRASIL AV.,COMUNA 04,PARQUE PATRICIOS,EDESUR,78,NO,
180,"-58,47522276","-34,63085973",RES. GER. JULIA,CAMPANA,96,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
271,"-58,42917904","-34,63085368",INST. GER. TIEMPO,ESTRADA,231,CADEL ANDREA VIVIANA,4780-5554,acadel@hiseca.com.ar,231 ESTRADA,COMUNA 07,PARQUE CHACABUCO,EDESUR,,,
305,"-58,47681393","-34,63085025",GER. EL OASIS,GRAL VENANCIO FLORES,3439,CUENCA GUILLERMO JUAN,4797-8032,guillermocuenca@gmail.com,"3439 FLORES, VENANCIO, GRAL.",COMUNA 10,FLORESTA,EDESUR,,,
111,"-58,46996723","-34,63084373",INST. GER. SAN JOSE DE FLORES S A,AV RIVADAVIA,7422,SOUTO EDUARDO,15-4141-4077,eduardosouto@speedy.com.ar,7422 RIVADAVIA AV.,COMUNA 07,FLORES,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
437,"-58,46339672","-34,63083524",PEDERNERA 130 SRL,PEDERNERA,130,PICK PATRICIA,15-4400-0847,,,,,,,,
345,"-58,45619709","-34,63078301",GER. CONVIVENCIA,JOSE BONIFACIO,2015,FEDERICO SANTIAGO RAUL,4506-5101/15-5654-7317,info@naos-arquitectura.com.ar,,,,,,,
474,"-58,38549053","-34,63074496",GERIMAR S.R.L.,SAN JOSE,1870,CARNEVALE MABEL,5252-0909/15-5247-4239,arquitecta.mc@gmail.com,1870 SAN JOSE,COMUNA 01,CONSTITUCION,EDESUR,,,
29,"-58,47151171","-34,63056074",B.O VELAZQUEZ OMAR CITTADINI SOC. DE HECHO,ARGERICH,46,CARO MARIO DIONISIO,5776-3475/15-4049-9605,caro@camoar.gov.ar,,,,,,,
68,"-58,45005275","-34,63046104",MAITOR S.R.L.,AV DIRECTORIO,1632,GERLING MARTIN SEBASTIAN,15-6993-3836,msg.safety@gmail.com,1632 DIRECTORIO AV.,COMUNA 07,PARQUE CHACABUCO,EDESUR,98,SI,HABITACIONES Y ILUMINACION A?EAS COMUNES
98,"-58,50355514","-34,63040745",RES. PARA MAYORES SWEET HOME,AV LOPE DE VEGA,930,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
396,"-58,48473781","-34,63036782",LONG LIFE S.R.L.,MERCEDES,350,BURGOS SERGIO FABIAN,4654-8721/15-4066-4364,sfburgos@gmail.com,350 MERCEDES,COMUNA 10,FLORESTA,EDESUR,,,
405,"-58,49267763","-34,63015332",INST. BELLAFAY S.R.L,MORON,4520,CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,4520 MORON,COMUNA 10,VELEZ SARSFIELD,EDESUR,65,NO,
338,"-58,40121946","-34,63001493",RES. GER. ANTAÑO,INCLAN,2625,LIZASO ESTEBAN,15-5057-4121,,,,,,,,
554,"-58,47129778","-34,62975742",GONIGDA S.R.L.,YERBAL,2972,CARUSO JUAN CARLOS,15-4493-9173,juanc.caruso@gmail.com,2972 YERBAL,COMUNA 07,FLORES,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
512,"-58,42168016","-34,62963774",RES. GER. SOLANGE,TARIJA,4072,ARIAS ANDRES LEONARDO,,hg_argentina@yahoo.com.ar,4072 TARIJA,COMUNA 05,BOEDO,EDESUR,S/D,NO,
238,"-58,40529464","-34,62961415",RES. GER.,DEAN FUNES,1632,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,1632 DEAN FUNES,COMUNA 04,PARQUE PATRICIOS,EDESUR,,,
66,"-58,44337902","-34,62946541",NTRA SEÑORA DE LOS MILAGROS,AV DIRECTORIO,1130,ROMERO NESTOR DANIEL,15-5961-9164,nestoromero5@yahoo.com.ar,1130 DIRECTORIO AV.,COMUNA 07,PARQUE CHACABUCO,EDESUR,,,
235,"-58,45243574","-34,62894406",GER. CURAPALIGUE SRL,CURAPALIGUE,339,ADRIANA MUÑIZ,15-6155-4283,aimuniz@hotmail.com,339/347 CURAPALIGUE,COMUNA 07,FLORES,EDESUR,,,
308,"-58,49047986","-34,62883213",GER. BUEN AYRE,GOYA,713,MINOTTI CARLOS AGUSTIN,4523-4889,carlosminotti@yahoo.com.ar,713 GOYA,COMUNA 10,VELEZ SARSFIELD,EDESUR,S/D,NO,
194,"-58,41970381","-34,62875387",GER. VIDA PLENA,CASTRO,1333,GRIFFO MATIAS,15-5339-2274,mgriffo_2000@yahoo.com,1333/5 CASTRO,COMUNA 05,BOEDO,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO
163,"-58,38451084","-34,62825856",GER. AVRIL,BRASIL,1314,PATRICIA PICK,15-4400-0847,patrciapick@fybertel.com.ar,1314 BRASIL,COMUNA 01,CONSTITUCION,EDESUR,,,
401,"-58,49484336","-34,6281473",OLDRICK ROBERTSON,MOCTEZUMA,1010,CANCINA MIGUEL ANGEL,15-4949-9440,,,,,,,,
